anfitrión/a,tiempo_respuesta,es_superhost,ciudad,pais,latitud,longitud,tipo_propiedad,capacidad,puntaje_promedio_comunicación,puntaje_promedio_localización,servicio_tv_cable,servicio_aire_acondicionado
262925639,dentro de un día,0,Cape Town,South Africa,-34.1983,18.37508,casa completa,6,10,10,0,0
29291898,dentro de una hora,0,Sydney,Australia,-33.95348,151.13567,pieza privada en departamento,1,10,9,0,0
261311752,dentro de algunas horas,1,Rome,Italy,41.871,12.48126,apartamento completo,4,10,10,0,1
4214801,dentro de una hora,1,Cape Town,South Africa,-33.94624,18.3799,departamento con servicios completo,4,10,10,1,1
2171676,dentro de una hora,0,New York,United States,40.72609,-73.97822,pieza privada en departamento,2,10,10,0,1
3002613,dentro de una hora,0,Paris,France,48.8631,2.34977,pieza privada en departamento,1,10,10,1,0
227930351,dentro de una hora,1,Mexico City,Mexico,19.42659,-99.16553,apartamento completo,4,10,10,0,0
48005494,dentro de una hora,0,New York,United States,40.76202,-73.98771,departamento con servicios completo,2,10,9,1,1
355933784,dentro de una hora,1,Rome,Italy,41.89922,12.48217,apartamento completo,3,10,10,0,1
5935545,dentro de algunas horas,0,Istanbul,Turkey,41.04024,28.9818,apartamento completo,4,10,10,0,1
236602113,dentro de una hora,0,Hong Kong,China,22.30861,114.23363,condominio completo,10,10,10,0,1
35524316,dentro de algunos días o más,0,New York,United States,40.7618,-73.99093,pieza privada en departamento,5,10,10,0,1
33648272,dentro de una hora,0,Bangkok,Thailand,13.83996,100.5488,apartamento completo,3,10,9,0,1
37289493,dentro de una hora,1,Hong Kong,China,22.31681,114.16968,pieza privada en departamento,3,10,9,0,1
247835073,dentro de una hora,0,Mexico City,Mexico,19.4939,-99.14611,pieza privada en departamento,2,10,10,0,0
13282564,dentro de una hora,1,Bangkok,Thailand,13.72532,100.53132,departamento con servicios completo,8,10,10,1,1
224436669,dentro de una hora,0,Paris,France,48.87713,2.29533,apartamento completo,4,10,10,0,0
140002375,dentro de algunos días o más,0,Rome,Italy,41.90723,12.45227,condominio completo,6,10,10,0,1
41963013,dentro de una hora,1,Mexico City,Mexico,19.43772,-99.1993,apartamento completo,4,10,10,1,1
263049,dentro de una hora,0,Bangkok,Thailand,13.72258,100.53028,pieza privada en departamento,2,10,10,0,1
49207110,dentro de una hora,1,Rio de Janeiro,Brazil,-22.97676,-43.18967,apartamento completo,5,10,10,0,1
195320116,dentro de una hora,0,Hong Kong,China,22.28122,114.14678,apartamento completo,3,10,9,1,1
109085388,dentro de una hora,0,Cape Town,South Africa,-33.92883,18.42167,apartamento completo,2,10,9,1,0
203267782,dentro de algunos días o más,0,Paris,France,48.87477,2.29216,apartamento completo,2,9,10,0,0
52277181,dentro de una hora,0,Sydney,Australia,-33.83592,151.2088,pieza privada en departamento,1,10,10,0,0
2975536,dentro de un día,1,Hong Kong,China,22.45273,114.13798,pieza privada en casa,3,10,9,0,1
1250061,dentro de un día,1,New York,United States,40.79121,-73.96963,suite de invitado completa,6,10,10,1,1
318632037,dentro de una hora,0,Bangkok,Thailand,13.72966,100.58579,apartamento completo,2,10,10,0,1
216165933,dentro de una hora,0,Sydney,Australia,-33.92363,151.2046,pieza privada en casa,2,9,9,0,0
141154935,dentro de algunas horas,0,Bangkok,Thailand,13.69176,100.60651,apartamento completo,4,9,9,0,1
30165706,dentro de una hora,0,Rio de Janeiro,Brazil,-22.97949,-43.1907,apartamento completo,6,10,10,1,1
244698464,dentro de una hora,0,Cape Town,South Africa,-33.89499,18.63061,pieza privada en casa,3,8,10,0,0
148754552,dentro de un día,0,Rome,Italy,41.83954,12.46375,apartamento completo,2,10,10,0,1
283844865,dentro de una hora,1,Bangkok,Thailand,13.77199,100.58341,apartamento completo,2,10,10,0,1
57773455,dentro de una hora,0,New York,United States,40.68792,-73.99963,condominio completo,2,10,9,0,1
101239437,dentro de un día,0,Cape Town,South Africa,-34.10502,18.82505,casa completa,5,10,9,1,0
18175979,dentro de algunos días o más,0,Cape Town,South Africa,-34.00062,18.46861,apartamento completo,5,10,10,1,0
67585919,dentro de una hora,0,Bangkok,Thailand,13.71963,100.5754,apartamento completo,4,8,8,0,1
4289335,dentro de una hora,0,Rome,Italy,41.88963,12.49427,apartamento completo,7,9,10,1,1
32203986,dentro de una hora,0,New York,United States,40.71509,-73.98262,apartamento completo,16,10,10,0,1
47178190,dentro de una hora,1,Rio de Janeiro,Brazil,-23.00969,-43.30417,apartamento completo,4,10,10,1,1
11775571,dentro de un día,1,Paris,France,48.82796,2.30633,pieza privada en departamento,2,10,10,0,0
293261658,dentro de algunos días o más,0,Bangkok,Thailand,13.75146,100.56348,apartamento completo,2,8,9,0,1
82240483,dentro de una hora,0,Sydney,Australia,-33.62287,151.33745,casa completa,8,10,10,0,0
2154098,dentro de una hora,1,Istanbul,Turkey,41.0537,28.99443,apartamento completo,4,10,10,1,1
37034052,dentro de una hora,1,Cape Town,South Africa,-33.95773,18.38704,casa completa,10,10,10,0,0
350439265,dentro de una hora,1,Sydney,Australia,-33.79086,151.28434,casa completa,6,10,10,0,1
234047514,dentro de una hora,0,Hong Kong,China,22.29421,114.17061,apartamento completo,10,10,10,0,1
202672789,dentro de algunas horas,0,Bangkok,Thailand,13.71504,100.53354,pieza privada en departamento,2,8,9,0,1
494485,dentro de una hora,1,Rome,Italy,41.8772,12.46483,apartamento completo,6,9,10,0,1
244038123,dentro de una hora,0,Bangkok,Thailand,13.79836,100.56211,condominio completo,2,10,8,0,1
19907525,dentro de una hora,0,Sydney,Australia,-33.73792,150.86078,pieza privada en casa,1,10,10,0,1
11146507,dentro de una hora,0,Rome,Italy,41.89835,12.4691,apartamento completo,2,10,10,0,1
72318105,dentro de algunas horas,1,Mexico City,Mexico,19.43718,-99.14832,apartamento completo,2,10,10,0,0
72865722,dentro de un día,0,Rio de Janeiro,Brazil,-22.96584,-43.17554,pieza privada en departamento,1,10,10,0,0
318632037,dentro de una hora,0,Bangkok,Thailand,13.73044,100.58724,apartamento completo,2,10,10,0,1
11597638,dentro de una hora,0,Istanbul,Turkey,41.02596,28.97767,apartamento completo,5,10,10,0,1
12492171,dentro de un día,1,Sydney,Australia,-33.63402,151.31369,casa completa,7,10,10,0,1
14291448,dentro de un día,1,Mexico City,Mexico,19.37936,-99.18745,apartamento completo,4,10,9,0,0
373341148,dentro de una hora,0,New York,United States,40.8156,-73.96087,pieza privada en departamento,2,10,10,0,1
49925241,dentro de un día,1,Rome,Italy,41.83577,12.43114,casa completa,5,10,9,1,1
20607004,dentro de una hora,1,Rome,Italy,41.89738,12.4956,pieza privada en departamento,2,10,10,1,0
15279827,dentro de algunas horas,0,Paris,France,48.86157,2.35191,apartamento completo,2,10,10,0,0
13561853,dentro de una hora,1,New York,United States,40.73989,-73.9226,pieza privada en departamento,2,10,10,0,1
226913216,dentro de una hora,0,Sydney,Australia,-33.84129,151.20975,apartamento completo,2,10,10,0,1
96460850,dentro de una hora,0,Istanbul,Turkey,40.99307,28.71313,apartamento completo,2,10,10,0,1
1568383,dentro de algunas horas,0,New York,United States,40.71664,-73.93878,condominio completo,3,10,9,1,1
113963259,dentro de algunas horas,0,Rome,Italy,41.89834,12.49954,pieza privada en departamento,2,10,10,0,0
90383886,dentro de algunos días o más,0,Cape Town,South Africa,-33.91014,18.41168,apartamento completo,4,10,10,1,0
293716620,dentro de una hora,1,Paris,France,48.87289,2.30817,pieza en hotel,2,10,10,0,1
68137540,dentro de una hora,1,Sydney,Australia,-34.08307,151.00138,pieza privada en casa,2,10,10,0,0
33039869,dentro de un día,0,Paris,France,48.85777,2.28313,apartamento completo,2,10,9,0,0
139308087,dentro de un día,1,Paris,France,48.85377,2.36622,apartamento completo,2,10,10,0,0
105935051,dentro de algunas horas,1,Paris,France,48.87532,2.35974,apartamento completo,2,10,10,0,0
24968350,dentro de algunos días o más,0,Paris,France,48.87703,2.40353,estudio completo,3,10,9,0,0
6072589,dentro de algunas horas,1,Paris,France,48.87951,2.3794,apartamento completo,2,10,9,1,0
89842781,dentro de un día,1,Bangkok,Thailand,13.72048,100.49249,apartamento completo,2,10,9,1,1
63336333,dentro de algunas horas,0,Rome,Italy,41.88542,12.46653,apartamento completo,4,8,10,0,1
227890358,dentro de una hora,1,Sydney,Australia,-33.74246,151.21048,suite de invitado completa,3,10,10,0,1
46435745,dentro de algunos días o más,1,Istanbul,Turkey,40.98892,28.90815,apartamento completo,4,10,10,0,0
56333610,dentro de una hora,0,Paris,France,48.86688,2.34709,apartamento completo,14,10,9,0,0
193543183,dentro de una hora,1,Rio de Janeiro,Brazil,-23.00147,-43.4254,condominio completo,6,9,10,1,1
341852870,dentro de una hora,0,Rome,Italy,41.88802,12.47108,apartamento completo,5,10,10,0,1
33571272,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.93579,-43.24392,apartamento completo,5,10,10,1,1
4604908,dentro de una hora,0,Istanbul,Turkey,41.00325,28.9793,pieza en hotel,3,10,10,1,1
100622919,dentro de una hora,1,Istanbul,Turkey,41.01199,29.03635,pieza privada en departamento,1,10,10,0,0
26981054,dentro de una hora,0,Paris,France,48.86854,2.34987,apartamento completo,7,9,9,0,0
100341947,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.96877,-43.20289,pieza privada en departamento,2,7,8,0,1
53361285,dentro de una hora,0,Mexico City,Mexico,19.41417,-99.16814,apartamento completo,6,9,9,0,0
8507045,dentro de una hora,1,Cape Town,South Africa,-34.2395,18.47434,casa completa,6,10,10,0,0
15761982,dentro de un día,0,Rio de Janeiro,Brazil,-22.98417,-43.216,apartamento completo,6,10,10,1,1
309418028,dentro de algunas horas,1,Mexico City,Mexico,19.38927,-99.18469,pieza privada en departamento,1,10,10,0,0
6907336,dentro de una hora,1,Rome,Italy,41.90804,12.45294,apartamento completo,4,10,10,0,1
12642638,dentro de algunas horas,0,Paris,France,48.8851,2.32879,apartamento completo,4,10,10,0,0
19303369,dentro de una hora,0,New York,United States,40.74089,-73.89514,casa completa,4,10,10,0,0
241497238,dentro de algunas horas,0,Istanbul,Turkey,41.02207,28.65611,apartamento completo,2,10,10,0,0
132880186,dentro de una hora,1,Mexico City,Mexico,19.45522,-99.21181,pieza privada en departamento,2,10,10,0,0
45751549,dentro de un día,0,Cape Town,South Africa,-33.85985,18.49106,casa completa,8,10,10,1,0
8559077,dentro de algunas horas,1,Paris,France,48.8272,2.34848,casa completa,4,10,10,0,0
40895328,dentro de una hora,1,New York,United States,40.75671,-73.92786,pieza privada en casa,2,10,10,1,1
21244222,dentro de algunas horas,0,Paris,France,48.87415,2.28273,apartamento completo,2,10,10,1,0
21058208,dentro de una hora,0,Sydney,Australia,-33.89036,151.27433,apartamento completo,10,9,10,1,0
7642792,dentro de algunas horas,0,Paris,France,48.86268,2.3636,apartamento completo,3,9,10,1,0
259177,dentro de algunas horas,0,Mexico City,Mexico,19.41883,-99.17304,estudio completo,2,9,10,0,0
2248444,dentro de algunas horas,0,Istanbul,Turkey,41.03806,28.97581,pieza privada en departamento,1,9,8,0,0
2354480,dentro de algunas horas,0,Sydney,Australia,-33.88649,151.28166,apartamento completo,4,10,10,0,1
6541704,dentro de algunas horas,1,Paris,France,48.85593,2.36572,apartamento completo,2,10,10,0,0
102872214,dentro de una hora,1,Mexico City,Mexico,19.40541,-99.12566,pieza privada en departamento,4,10,10,0,0
106690617,dentro de algunas horas,0,Paris,France,48.85529,2.34099,estudio completo,8,10,10,0,1
314714834,dentro de una hora,0,Cape Town,South Africa,-33.81069,18.4918,casa completa,4,10,10,0,0
194801048,dentro de un día,0,Mexico City,Mexico,19.46825,-99.12821,apartamento completo,2,8,10,0,0
104769188,dentro de un día,0,Bangkok,Thailand,13.74125,100.55854,apartamento completo,9,9,10,0,1
10531228,dentro de un día,1,Mexico City,Mexico,19.35404,-99.16114,estudio completo,3,10,10,0,0
27600568,dentro de una hora,1,New York,United States,40.68498,-74.00036,apartamento completo,4,10,10,1,1
41190226,dentro de un día,0,Cape Town,South Africa,-33.82964,18.69316,casa completa,6,10,10,0,0
91874092,dentro de algunas horas,1,Mexico City,Mexico,19.393,-99.156,pieza privada en casa,1,10,10,0,0
193153040,dentro de algunos días o más,0,Sydney,Australia,-33.83666,150.9723,pieza privada en casa,2,6,6,0,0
16032957,dentro de un día,0,Paris,France,48.86478,2.34402,apartamento completo,4,10,10,0,0
162295807,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98501,-43.18972,apartamento completo,6,10,10,1,1
219727469,dentro de una hora,0,New York,United States,40.67819,-73.90973,pieza privada en departamento,3,8,9,0,1
13580277,dentro de una hora,0,Rio de Janeiro,Brazil,-22.986,-43.19009,apartamento completo,6,10,10,0,1
9347481,dentro de algunas horas,0,Rome,Italy,41.89598,12.4689,apartamento completo,4,10,10,0,1
333747688,dentro de algunos días o más,0,Paris,France,48.85329,2.26357,pieza privada en departamento,1,10,8,0,1
166975297,dentro de una hora,0,Rome,Italy,41.90924,12.47516,apartamento completo,6,10,10,0,1
288743418,dentro de una hora,0,Sydney,Australia,-33.8844,151.20953,pieza privada en casa,2,9,10,0,1
96122546,dentro de una hora,0,Rome,Italy,41.89449,12.48831,apartamento completo,3,10,10,0,0
12129877,dentro de un día,0,New York,United States,40.6738,-73.93985,apartamento completo,5,9,9,1,1
38454402,dentro de una hora,1,Paris,France,48.85785,2.35433,pieza privada en departamento,2,10,10,0,0
128812993,dentro de una hora,0,Istanbul,Turkey,41.02747,28.97831,apartamento completo,1,10,10,0,1
2405376,dentro de una hora,0,Rome,Italy,41.89363,12.46417,apartamento completo,5,10,10,0,1
96122546,dentro de una hora,0,Rome,Italy,41.73458,12.28559,apartamento completo,4,10,10,0,0
280222401,dentro de una hora,1,Mexico City,Mexico,19.29991,-99.12917,pieza privada en departamento,1,10,10,0,0
102618751,dentro de una hora,1,New York,United States,40.65943,-73.89285,apartamento completo,10,9,9,1,1
382848645,dentro de una hora,0,New York,United States,40.7907,-73.94409,apartamento completo,6,10,10,0,1
64790417,dentro de una hora,0,Paris,France,48.83239,2.3191,apartamento completo,1,9,10,0,0
102373818,dentro de una hora,0,Mexico City,Mexico,19.35829,-99.16053,estudio completo,3,10,10,1,0
92463251,dentro de algunos días o más,0,Rome,Italy,41.90013,12.43622,pieza privada en departamento,3,10,10,0,1
6604619,dentro de algunos días o más,0,Mexico City,Mexico,19.26926,-99.17119,pieza privada en casa,1,8,8,0,0
339854556,dentro de una hora,0,Paris,France,48.85042,2.29392,apartamento completo,2,10,10,0,0
351503982,dentro de una hora,0,Paris,France,48.84262,2.34116,apartamento completo,4,9,9,0,0
18970650,dentro de una hora,1,Sydney,Australia,-33.73635,150.96381,pieza privada en casa,4,10,10,0,0
231281049,dentro de una hora,0,New York,United States,40.76487,-73.98119,pieza en hotel,3,10,10,1,1
6711227,dentro de un día,0,Paris,France,48.87301,2.35258,apartamento completo,5,10,10,0,0
107136619,dentro de una hora,0,Cape Town,South Africa,-33.80183,18.46097,apartamento completo,6,10,10,0,0
42505622,dentro de una hora,0,Mexico City,Mexico,19.41822,-99.14781,pieza privada en departamento,1,10,10,0,0
174138840,dentro de una hora,0,Paris,France,48.84628,2.34718,apartamento completo,4,9,10,1,0
6657574,dentro de una hora,0,New York,United States,40.71237,-73.95832,pieza privada en departamento,2,10,10,0,1
55467666,dentro de un día,0,Rio de Janeiro,Brazil,-22.98409,-43.45424,pieza privada en casa,2,10,8,0,1
727223,dentro de una hora,1,Paris,France,48.86421,2.34815,apartamento completo,4,10,10,1,0
142819924,dentro de un día,0,Rome,Italy,41.89718,12.51241,apartamento completo,5,9,9,0,0
103129069,dentro de una hora,0,New York,United States,40.69568,-73.936,apartamento completo,7,10,9,0,1
342113311,dentro de una hora,1,Bangkok,Thailand,13.67437,100.60558,apartamento completo,2,6,10,0,1
39000467,dentro de una hora,0,Cape Town,South Africa,-33.91359,18.41889,apartamento completo,4,10,10,0,0
5984433,dentro de una hora,0,Bangkok,Thailand,13.72639,100.56692,apartamento completo,2,10,10,1,1
57358937,dentro de una hora,1,Cape Town,South Africa,-33.95839,18.37746,apartamento completo,6,10,10,1,0
5953160,dentro de un día,0,Paris,France,48.883,2.38012,apartamento completo,4,10,10,0,0
17904623,dentro de algunos días o más,0,Rome,Italy,41.905,12.49904,apartamento completo,7,9,9,0,1
73109774,dentro de una hora,0,New York,United States,40.67072,-73.95059,casa completa,2,10,10,0,1
207068145,dentro de un día,0,Rome,Italy,41.89128,12.49889,departamento con servicios completo,4,9,10,0,1
1977854,dentro de un día,0,Rome,Italy,41.90898,12.46996,apartamento completo,4,9,10,1,1
180031,dentro de una hora,0,Paris,France,48.88025,2.36445,apartamento completo,4,10,10,0,0
55677532,dentro de una hora,0,Rome,Italy,41.89677,12.43544,apartamento completo,4,10,9,1,1
93005,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.98178,-43.20076,apartamento completo,5,10,10,1,1
14236252,dentro de una hora,1,Rome,Italy,41.89496,12.47395,condominio completo,4,10,10,1,1
4176838,dentro de algunos días o más,0,New York,United States,40.71826,-73.99296,apartamento completo,4,10,10,0,1
143892725,dentro de un día,0,Sydney,Australia,-33.80494,151.28635,pieza privada en departamento,2,10,10,0,1
370226816,dentro de una hora,0,New York,United States,40.73323,-73.95118,pieza privada en departamento,2,10,10,0,1
11036260,dentro de una hora,0,Paris,France,48.84971,2.33817,apartamento completo,7,10,10,1,0
15739512,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.98325,-43.22356,apartamento completo,3,10,10,0,1
75533609,dentro de algunas horas,0,Paris,France,48.88786,2.32382,apartamento completo,4,10,10,0,0
67359125,dentro de una hora,0,Istanbul,Turkey,41.03561,28.97288,apartamento completo,2,10,10,1,1
140752742,dentro de algunos días o más,0,Bangkok,Thailand,13.78236,100.57879,pieza privada en casa,2,10,9,0,1
50358182,dentro de una hora,1,Cape Town,South Africa,-33.79908,18.46089,apartamento completo,2,10,9,0,0
103481072,dentro de una hora,1,Istanbul,Turkey,41.00705,28.9733,pieza privada en departamento,2,10,10,0,1
259406689,dentro de algunas horas,0,Rome,Italy,41.87158,12.53115,apartamento completo,4,10,9,0,1
4453257,dentro de una hora,0,Rome,Italy,41.87818,12.50438,apartamento completo,6,9,9,0,0
302306903,dentro de una hora,1,Rome,Italy,41.89548,12.49228,apartamento completo,2,10,10,0,1
11822952,dentro de una hora,0,Rome,Italy,41.87404,12.50906,pieza privada en departamento,3,10,9,0,0
60139158,dentro de algunas horas,1,New York,United States,40.68754,-73.96245,apartamento completo,3,9,10,1,1
201034684,dentro de una hora,0,Paris,France,48.86819,2.33457,pieza en hotel,3,10,10,1,0
16323335,dentro de una hora,1,Rio de Janeiro,Brazil,-22.96398,-43.17088,apartamento completo,2,10,10,1,1
2412806,dentro de una hora,1,New York,United States,40.68792,-73.97904,apartamento completo,4,10,10,1,1
141747216,dentro de algunas horas,0,Mexico City,Mexico,19.42803,-99.16202,apartamento completo,6,9,10,0,0
11747724,dentro de algunos días o más,0,Hong Kong,China,22.29694,114.17111,pieza privada en departamento,3,10,10,0,1
1355106,dentro de una hora,1,Rome,Italy,41.89712,12.47571,apartamento completo,4,10,10,0,1
117779016,dentro de algunos días o más,0,Hong Kong,China,22.28196,114.18334,pieza privada en departamento,2,10,10,0,1
53091262,dentro de una hora,1,Mexico City,Mexico,19.42551,-99.17749,apartamento completo,4,10,10,1,0
50978178,dentro de algunas horas,0,Paris,France,48.84566,2.35436,apartamento completo,4,9,10,0,0
212306974,dentro de algunas horas,1,Mexico City,Mexico,19.41353,-99.1665,apartamento completo,4,8,9,1,0
43589824,dentro de una hora,0,Paris,France,48.86422,2.35615,estudio completo,4,10,10,0,1
35539753,dentro de una hora,1,Istanbul,Turkey,41.11661,29.05249,pieza privada en departamento,2,10,9,0,1
31456082,dentro de una hora,0,Paris,France,48.86079,2.3515,apartamento completo,2,10,10,0,0
25590403,dentro de algunos días o más,1,Rome,Italy,41.92305,12.50408,apartamento completo,3,10,9,0,0
31645230,dentro de un día,0,Paris,France,48.87301,2.38537,casa completa,6,10,10,0,0
34037742,dentro de una hora,0,Mexico City,Mexico,19.43898,-99.18926,condominio completo,2,9,10,0,0
130815107,dentro de una hora,0,Mexico City,Mexico,19.44353,-99.17415,pieza privada en departamento,2,10,9,0,0
29078248,dentro de una hora,1,Cape Town,South Africa,-33.96407,18.37876,estudio completo,2,10,10,0,0
217771954,dentro de una hora,1,Mexico City,Mexico,19.28849,-99.15703,apartamento completo,6,10,10,1,1
91522394,dentro de algunas horas,1,New York,United States,40.69687,-73.94493,apartamento completo,4,10,10,1,1
38316292,dentro de algunos días o más,0,Bangkok,Thailand,13.74092,100.56634,apartamento completo,2,9,9,1,1
2522815,dentro de una hora,1,New York,United States,40.6627,-73.9924,suite de invitado completa,2,10,10,0,1
18592734,dentro de una hora,1,Mexico City,Mexico,19.35454,-99.14714,suite de invitado completa,1,10,10,0,0
5056483,dentro de una hora,0,Rome,Italy,41.89983,12.46442,apartamento completo,8,9,10,0,0
5027164,dentro de un día,0,Paris,France,48.86157,2.36524,apartamento completo,4,9,10,1,0
36772326,dentro de algunas horas,1,Sydney,Australia,-33.90565,151.20325,apartamento completo,4,10,10,0,1
64412606,dentro de una hora,0,Rio de Janeiro,Brazil,-22.93763,-43.17733,pieza privada en departamento,2,9,10,0,0
92979880,dentro de una hora,0,Sydney,Australia,-33.92506,151.10439,pieza privada en casa,1,10,9,0,0
205658610,dentro de algunas horas,0,Istanbul,Turkey,40.99668,29.14577,pieza en hotel,3,8,10,0,1
227792101,dentro de una hora,1,Istanbul,Turkey,41.03354,28.98343,departamento con servicios completo,2,10,10,1,1
9496196,dentro de algunas horas,0,Rome,Italy,41.78925,12.39522,apartamento completo,4,10,9,0,1
28563748,dentro de una hora,0,Rome,Italy,41.88112,12.51415,pieza privada en departamento,2,10,9,1,1
302674020,dentro de una hora,1,Istanbul,Turkey,40.97671,29.14662,apartamento completo,2,10,6,1,0
9845905,dentro de algunas horas,0,Paris,France,48.88362,2.3593,apartamento completo,2,10,9,0,0
38558732,dentro de algunas horas,0,Rome,Italy,41.88728,12.46771,condominio completo,8,10,10,0,1
345193075,dentro de una hora,0,Rio de Janeiro,Brazil,-22.87921,-43.41175,casa completa,6,10,10,1,1
2443567,dentro de algunas horas,1,Cape Town,South Africa,-33.91335,18.39568,pieza privada en casa,1,10,10,0,0
23519550,dentro de algunas horas,1,Paris,France,48.87862,2.29078,apartamento completo,4,10,10,1,0
233321413,dentro de un día,0,Paris,France,48.8369,2.29198,apartamento completo,2,10,10,1,0
208084719,dentro de una hora,1,Mexico City,Mexico,19.40432,-99.15137,apartamento completo,4,10,10,0,0
139570255,dentro de una hora,0,Bangkok,Thailand,13.73526,100.5783,departamento con servicios completo,2,10,10,0,1
11384184,dentro de una hora,0,Cape Town,South Africa,-33.98061,18.4708,apartamento completo,2,10,9,0,0
55669489,dentro de un día,1,Mexico City,Mexico,19.34381,-99.1597,pieza privada en casa,2,10,10,1,0
7409213,dentro de algunas horas,0,Sydney,Australia,-33.88675,151.24246,apartamento completo,6,10,10,0,0
50760546,dentro de un día,0,New York,United States,40.74412,-73.98202,apartamento completo,8,8,10,1,1
24719052,dentro de algunas horas,0,Rome,Italy,41.94971,12.42029,apartamento completo,7,9,9,0,0
11891209,dentro de una hora,1,Sydney,Australia,-33.65176,151.06087,pieza privada en casa,2,10,10,0,0
98438019,dentro de una hora,0,Paris,France,48.87228,2.36105,pieza en hotel,2,9,9,1,1
238318819,dentro de una hora,0,Paris,France,48.86462,2.34781,apartamento completo,4,10,10,0,0
112617868,dentro de un día,0,Mexico City,Mexico,19.41716,-99.13196,pieza privada en departamento,2,10,9,0,0
28576245,dentro de algunas horas,0,Paris,France,48.86601,2.39598,pieza privada en departamento,1,10,10,0,0
11395646,dentro de una hora,1,Sydney,Australia,-33.87532,151.20569,pieza privada en departamento,2,10,10,0,0
15384533,dentro de una hora,0,Istanbul,Turkey,41.03753,28.97592,apartamento completo,3,10,9,1,1
153513107,dentro de una hora,1,New York,United States,40.7687,-73.74952,apartamento completo,4,10,10,0,1
225066445,dentro de una hora,0,Bangkok,Thailand,13.72754,100.57096,condominio completo,3,9,9,0,1
238887424,dentro de una hora,1,Hong Kong,China,22.22246,113.91439,casa completa,8,10,9,0,1
216734225,dentro de una hora,1,New York,United States,40.81447,-73.94827,apartamento completo,4,10,9,1,1
275030111,dentro de una hora,0,Bangkok,Thailand,13.76396,100.4998,pieza privada en casa,3,9,10,0,1
150313721,dentro de una hora,0,Rome,Italy,41.9165,12.44186,pieza privada en departamento,2,10,9,0,1
96810536,dentro de algunos días o más,0,New York,United States,40.66714,-73.99211,pieza privada en departamento,5,8,10,0,1
8104261,dentro de algunas horas,1,Cape Town,South Africa,-33.93414,18.4004,apartamento completo,4,10,10,0,0
336558759,dentro de algunas horas,0,Paris,France,48.87251,2.32647,pieza privada en departamento,4,10,10,0,0
243368272,dentro de una hora,0,Mexico City,Mexico,19.43374,-99.14476,condominio completo,5,10,10,0,0
36261922,dentro de una hora,1,Cape Town,South Africa,-33.95735,18.37822,apartamento completo,2,10,10,1,1
121984637,dentro de una hora,0,Rome,Italy,41.73119,12.27657,apartamento completo,4,9,9,1,1
48042916,dentro de algunos días o más,0,Istanbul,Turkey,41.04638,29.01083,casa completa,2,10,10,1,0
153261981,dentro de un día,1,Rio de Janeiro,Brazil,-22.92098,-43.21397,apartamento completo,4,10,10,0,1
10279411,dentro de una hora,0,Rome,Italy,41.90546,12.46899,pieza privada en departamento,2,10,10,0,1
123956390,dentro de algunas horas,1,Rio de Janeiro,Brazil,-23.01032,-43.32808,departamento con servicios completo,6,10,10,1,1
979081,dentro de algunas horas,1,Paris,France,48.86674,2.33906,apartamento completo,6,10,10,0,0
1355112,dentro de algunas horas,0,New York,United States,40.68856,-73.9688,suite de invitado completa,4,10,10,0,1
86218582,dentro de algunas horas,0,Bangkok,Thailand,13.73723,100.56287,apartamento completo,3,9,10,1,1
22758914,dentro de una hora,0,Mexico City,Mexico,19.40733,-99.17342,apartamento completo,2,10,10,0,0
253434903,dentro de una hora,0,Istanbul,Turkey,41.0361,28.98717,pieza en hotel,2,10,10,0,1
356754,dentro de un día,0,Rome,Italy,41.90441,12.4287,apartamento completo,6,10,9,0,0
13024483,dentro de un día,0,Rome,Italy,41.89666,12.45502,apartamento completo,16,10,10,0,1
29977805,dentro de un día,0,Paris,France,48.89299,2.33145,apartamento completo,6,8,9,1,0
276351420,dentro de un día,0,Bangkok,Thailand,13.74082,100.58986,condominio completo,2,10,9,0,1
814845,dentro de una hora,0,Rome,Italy,41.92173,12.50327,pieza privada en departamento,1,9,9,0,0
106584308,dentro de una hora,1,Cape Town,South Africa,-33.91135,18.39063,apartamento completo,4,10,10,1,1
42560343,dentro de una hora,0,Rome,Italy,41.90033,12.42985,apartamento completo,4,9,10,0,1
10297435,dentro de un día,0,Sydney,Australia,-33.79977,151.28755,pieza privada en departamento,2,10,10,0,0
8986594,dentro de algunos días o más,0,Hong Kong,China,22.30749,114.19285,pieza privada en departamento,2,10,10,0,1
201677068,dentro de una hora,0,Bangkok,Thailand,13.75117,100.55565,apartamento completo,2,10,9,0,1
44622654,dentro de un día,0,Paris,France,48.87691,2.2957,apartamento completo,1,10,10,1,0
34235992,dentro de algunos días o más,0,Cape Town,South Africa,-34.19855,18.44774,casa completa,4,9,9,0,0
146317254,dentro de algunos días o más,0,Rome,Italy,41.88761,12.50453,pieza privada en departamento,4,9,9,0,0
61391963,dentro de algunas horas,1,New York,United States,40.77034,-73.96257,apartamento completo,3,9,10,0,1
96122546,dentro de una hora,0,Rome,Italy,41.7925,12.48988,apartamento completo,2,9,10,0,1
177139639,dentro de un día,0,Rome,Italy,41.89818,12.46338,apartamento completo,6,6,6,0,1
