anfitrión/a,tiempo_respuesta,es_superhost,ciudad,pais,latitud,longitud,tipo_propiedad,capacidad,puntaje_promedio_comunicación,puntaje_promedio_localización,servicio_tv_cable,servicio_aire_acondicionado
5727736,dentro de una hora,0,Sydney,Australia,-33.88952,151.27312,pieza privada en casa,2,10,10,1,0
201677068,dentro de una hora,0,Bangkok,Thailand,13.7505,100.55458,apartamento completo,4,10,10,0,1
12617921,dentro de una hora,0,Rio de Janeiro,Brazil,-23.01537,-43.29783,pieza privada en departamento,2,10,10,1,1
61966575,dentro de una hora,1,Bangkok,Thailand,13.72054,100.50391,condominio completo,2,10,10,1,1
18142721,dentro de una hora,0,Paris,France,48.88938,2.39263,apartamento completo,6,10,10,1,0
92056080,dentro de algunas horas,0,Rio de Janeiro,Brazil,-23.03013,-43.47201,apartamento completo,6,10,10,1,1
185308070,dentro de una hora,0,Cape Town,South Africa,-33.92302,18.3809,apartamento completo,4,8,10,0,1
235897810,dentro de un día,0,Paris,France,48.86325,2.38162,apartamento completo,2,10,10,0,0
36119996,dentro de algunas horas,0,Rome,Italy,41.81933,12.3165,apartamento completo,2,10,9,0,1
142832114,dentro de una hora,0,Mexico City,Mexico,19.3964,-99.16965,pieza privada en departamento,2,10,10,0,0
318795079,dentro de un día,0,Rio de Janeiro,Brazil,-23.0114,-43.32216,apartamento completo,4,10,10,0,1
373659956,dentro de una hora,0,Rio de Janeiro,Brazil,-22.90171,-43.24719,apartamento completo,8,10,8,0,0
273540117,dentro de una hora,1,Rio de Janeiro,Brazil,-22.96624,-43.18855,pieza privada en departamento,2,10,10,0,0
67822267,dentro de una hora,0,Sydney,Australia,-33.75636,151.15172,apartamento completo,4,10,10,0,1
46510519,dentro de un día,0,Sydney,Australia,-33.87362,151.22165,pieza privada en departamento,2,10,10,0,1
270048473,dentro de una hora,0,Istanbul,Turkey,41.00899,28.97189,apartamento completo,6,10,10,0,1
320608112,dentro de una hora,1,Paris,France,48.8592,2.36142,apartamento completo,4,10,10,0,0
187105953,dentro de algunas horas,0,Rome,Italy,41.8672,12.67927,apartamento completo,7,10,9,0,1
72301563,dentro de algunas horas,1,Paris,France,48.89194,2.34328,apartamento completo,4,10,10,0,0
5934244,dentro de una hora,0,Rome,Italy,41.89143,12.48154,apartamento completo,3,10,10,0,1
1204189,dentro de una hora,1,Bangkok,Thailand,13.72002,100.45951,condominio completo,2,10,9,0,1
3812467,dentro de una hora,1,Cape Town,South Africa,-33.86673,18.64441,suite de invitado completa,2,10,10,0,1
90391305,dentro de una hora,0,Sydney,Australia,-33.75171,151.04227,pieza privada en casa,2,8,9,1,1
253836845,dentro de algunas horas,1,New York,United States,40.68692,-73.9505,pieza privada en departamento,1,10,9,0,1
232793988,dentro de un día,0,Cape Town,South Africa,-33.87206,18.49267,suite de invitado completa,2,10,10,0,0
160825645,dentro de un día,0,Cape Town,South Africa,-34.06344,18.83836,apartamento completo,2,10,10,1,1
303453492,dentro de un día,0,Paris,France,48.86347,2.39709,pieza privada en departamento,2,10,10,0,0
7439380,dentro de un día,0,Paris,France,48.87887,2.36776,apartamento completo,2,9,9,0,0
7825375,dentro de algunas horas,1,Bangkok,Thailand,13.71875,100.5298,pieza privada en departamento,2,10,9,0,1
28563748,dentro de una hora,0,Rome,Italy,41.8833,12.51818,pieza privada en departamento,2,9,9,1,1
27104165,dentro de algunas horas,1,Rome,Italy,41.89446,12.51034,departamento con servicios completo,7,10,10,0,1
21325219,dentro de una hora,1,Rome,Italy,41.9073,12.47075,apartamento completo,4,10,10,0,1
305504937,dentro de una hora,0,Mexico City,Mexico,19.42711,-99.16845,apartamento completo,2,10,10,0,1
4094013,dentro de un día,1,New York,United States,40.72168,-73.99059,apartamento completo,4,10,10,0,1
11287420,dentro de una hora,0,Rome,Italy,41.89471,12.41666,apartamento completo,4,9,9,0,1
258708140,dentro de una hora,0,Hong Kong,China,22.30867,114.16672,pieza privada en departamento,2,9,9,0,1
28701046,dentro de una hora,0,Paris,France,48.82648,2.32341,apartamento completo,2,10,10,0,0
12124546,dentro de un día,0,Sydney,Australia,-33.87758,151.27296,apartamento completo,4,10,10,1,0
30098437,dentro de una hora,0,Hong Kong,China,22.32027,114.17191,pieza privada en departamento,5,9,10,0,1
13224295,dentro de una hora,0,Bangkok,Thailand,13.75203,100.53161,apartamento completo,10,9,10,1,1
91265490,dentro de una hora,0,Mexico City,Mexico,19.43428,-99.1672,estudio completo,5,10,10,1,0
231820626,dentro de una hora,0,Paris,France,48.86173,2.35669,apartamento completo,6,10,10,0,0
1495162,dentro de una hora,0,Sydney,Australia,-33.89096,151.2714,casa completa,8,9,10,1,1
116008333,dentro de una hora,1,Mexico City,Mexico,19.39557,-99.1768,pieza privada en departamento,2,10,10,1,1
2248574,dentro de un día,0,Paris,France,48.88994,2.34955,apartamento completo,4,10,9,1,0
222111430,dentro de algunas horas,1,Rio de Janeiro,Brazil,-22.97642,-43.19076,apartamento completo,6,10,10,1,1
164550589,dentro de una hora,1,Sydney,Australia,-33.87729,151.20251,apartamento completo,6,10,10,0,1
113723310,dentro de una hora,0,New York,United States,40.74597,-73.97736,apartamento completo,7,10,10,1,1
10790256,dentro de una hora,0,Istanbul,Turkey,41.00389,28.97091,apartamento completo,5,10,10,0,1
109583073,dentro de algunas horas,0,Rome,Italy,41.8944,12.48782,apartamento completo,5,9,10,0,1
73484657,dentro de una hora,1,Rome,Italy,41.89237,12.48961,apartamento completo,4,10,10,0,1
3046924,dentro de un día,1,Sydney,Australia,-33.59964,151.32202,casa completa,10,10,10,1,0
199241808,dentro de algunas horas,0,Mexico City,Mexico,19.43196,-99.16848,pieza privada en casa,2,10,10,0,0
133598975,dentro de algunas horas,0,Istanbul,Turkey,41.03093,28.98128,apartamento completo,3,10,10,0,0
137358866,dentro de una hora,0,New York,United States,40.74893,-73.87862,pieza privada en departamento,1,10,10,0,0
247203902,dentro de una hora,0,Bangkok,Thailand,13.75205,100.55915,pieza privada en casa,3,10,10,0,1
16963456,dentro de algunas horas,0,Paris,France,48.85796,2.40014,apartamento completo,3,10,9,0,0
24059565,dentro de una hora,0,Rome,Italy,41.90905,12.47804,condominio completo,4,10,10,0,1
227771817,dentro de una hora,0,Bangkok,Thailand,13.72048,100.49268,departamento con servicios completo,3,10,10,0,1
8721830,dentro de una hora,0,Cape Town,South Africa,-33.93249,18.46177,apartamento completo,3,10,9,0,1
333057838,dentro de una hora,1,New York,United States,40.62927,-73.92178,apartamento completo,4,6,10,0,1
17688680,dentro de algunas horas,0,Sydney,Australia,-33.86787,151.22569,apartamento completo,4,10,10,0,1
19510915,dentro de un día,1,Mexico City,Mexico,19.41923,-99.17603,apartamento completo,3,10,10,1,1
65009470,dentro de algunas horas,0,Cape Town,South Africa,-33.91359,18.4158,apartamento completo,6,10,10,1,0
105162128,dentro de un día,0,Sydney,Australia,-33.85562,151.18509,casa completa,5,10,10,0,1
91654021,dentro de una hora,0,Rio de Janeiro,Brazil,-22.97885,-43.19273,apartamento completo,15,10,10,1,1
10376269,dentro de una hora,0,Rome,Italy,41.85191,12.5922,apartamento completo,2,10,9,0,0
24749725,dentro de una hora,0,Mexico City,Mexico,19.42037,-99.15747,pieza en hotel,2,10,10,0,0
72143581,dentro de una hora,1,Paris,France,48.85056,2.35168,apartamento completo,4,10,10,1,0
13013633,dentro de una hora,0,Paris,France,48.87193,2.30232,apartamento completo,5,10,10,1,0
438828,dentro de una hora,0,Paris,France,48.85698,2.35694,apartamento completo,4,10,10,1,0
13779433,dentro de algunas horas,0,Rome,Italy,41.88744,12.50479,condominio completo,6,10,10,0,1
6599585,dentro de una hora,1,New York,United States,40.70171,-73.82788,casa completa,3,10,10,1,1
38829497,dentro de algunas horas,0,Paris,France,48.85505,2.29658,apartamento completo,6,9,10,0,0
351142303,dentro de un día,0,Paris,France,48.86928,2.36655,apartamento completo,2,8,10,1,1
730144,dentro de algunas horas,0,Rome,Italy,41.91188,12.41802,pieza privada en casa,2,10,9,1,0
55636655,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.92855,-43.17756,apartamento completo,2,10,10,0,1
41786587,dentro de un día,0,Paris,France,48.8856,2.33418,apartamento completo,4,9,10,0,0
4446655,dentro de un día,0,Sydney,Australia,-33.89154,151.2713,pieza privada en departamento,2,10,10,0,1
191049586,dentro de un día,0,Cape Town,South Africa,-33.93429,18.40334,casa completa,7,10,9,0,0
6053288,dentro de algunos días o más,0,Paris,France,48.84386,2.39104,apartamento completo,3,10,10,0,0
156032205,dentro de una hora,1,Cape Town,South Africa,-33.91265,18.41554,apartamento completo,2,10,10,0,0
106186128,dentro de una hora,1,Mexico City,Mexico,19.4909,-99.17198,apartamento completo,7,10,10,1,0
27029944,dentro de una hora,0,Cape Town,South Africa,-33.94221,18.40629,apartamento completo,2,10,10,1,0
9612432,dentro de algunas horas,1,Paris,France,48.85268,2.34701,apartamento completo,4,9,10,1,0
247067928,dentro de algunos días o más,0,Sydney,Australia,-33.92768,150.92015,apartamento completo,4,9,10,0,1
91426608,dentro de una hora,1,Bangkok,Thailand,13.72125,100.50314,condominio completo,4,10,10,0,1
16611461,dentro de una hora,0,Rome,Italy,41.9224,12.47553,apartamento completo,2,10,10,0,1
171155292,dentro de una hora,1,Mexico City,Mexico,19.35383,-99.15803,pieza privada en casa,2,10,10,0,1
232191150,dentro de una hora,0,Bangkok,Thailand,13.77304,100.57514,apartamento completo,6,9,8,0,1
10455907,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98339,-43.21098,apartamento completo,4,10,10,1,1
54392553,dentro de algunas horas,1,Istanbul,Turkey,41.04003,28.96824,apartamento completo,4,10,10,1,1
62159853,dentro de una hora,1,Paris,France,48.89028,2.3295,apartamento completo,2,10,10,0,0
27730151,dentro de una hora,0,Sydney,Australia,-33.76664,150.84281,pieza privada en departamento,1,10,9,0,1
157100965,dentro de una hora,1,Istanbul,Turkey,41.03237,29.11153,condominio completo,2,10,10,0,1
30656279,dentro de algunos días o más,0,New York,United States,40.76799,-73.98644,pieza privada en departamento,2,9,9,0,1
1362043,dentro de un día,0,Rome,Italy,41.90164,12.47547,apartamento completo,7,9,10,0,1
229929173,dentro de una hora,0,Sydney,Australia,-33.76448,151.10289,pieza privada en departamento,2,10,10,0,1
35385742,dentro de una hora,1,Rio de Janeiro,Brazil,-22.95365,-43.17572,pieza privada en departamento,2,10,9,1,0
376989451,dentro de una hora,0,Cape Town,South Africa,-34.01292,18.46126,pieza privada en departamento,1,10,10,0,0
330000838,dentro de algunas horas,0,Cape Town,South Africa,-33.93003,18.68458,suite de invitado completa,4,10,10,0,0
16133777,dentro de algunas horas,0,Paris,France,48.8689,2.36028,apartamento completo,4,10,10,0,0
10325530,dentro de una hora,1,Sydney,Australia,-33.86926,151.22079,apartamento completo,2,10,10,1,1
1142276,dentro de una hora,1,Rome,Italy,41.90365,12.45939,apartamento completo,5,10,10,0,1
5027164,dentro de un día,0,Paris,France,48.83748,2.35381,apartamento completo,5,10,9,0,0
64072373,dentro de una hora,0,Cape Town,South Africa,-33.89144,18.50692,apartamento completo,6,9,10,0,1
218032956,dentro de algunas horas,1,Bangkok,Thailand,13.81045,100.55961,condominio completo,3,10,9,0,1
47952452,dentro de algunas horas,1,Cape Town,South Africa,-33.96264,18.38822,casa completa,10,10,10,1,1
320679680,dentro de algunas horas,1,Paris,France,48.84826,2.29816,apartamento completo,4,10,10,0,0
45027285,dentro de una hora,0,Mexico City,Mexico,19.43369,-99.14959,pieza privada en departamento,2,10,10,1,1
179442516,dentro de un día,0,Rio de Janeiro,Brazil,-22.9706,-43.18651,apartamento completo,9,10,10,1,1
262108591,dentro de una hora,0,Hong Kong,China,22.29121,114.199,suite de invitado completa,2,10,10,0,1
7639868,dentro de algunas horas,1,Paris,France,48.8569,2.3686,apartamento completo,2,10,10,0,0
159706988,dentro de una hora,0,Paris,France,48.85529,2.33919,apartamento completo,4,9,10,1,0
2119276,dentro de algunas horas,0,New York,United States,40.74947,-73.98257,apartamento completo,6,9,10,1,1
302423456,dentro de algunas horas,1,New York,United States,40.67122,-73.77733,pieza privada en casa,2,10,10,1,1
198726907,dentro de una hora,1,Mexico City,Mexico,19.27541,-99.16182,apartamento completo,4,10,10,0,0
96524660,dentro de un día,0,Sydney,Australia,-33.83343,151.21887,casa completa,9,10,10,1,1
3977177,dentro de una hora,1,Mexico City,Mexico,19.42051,-99.16692,estudio completo,2,10,10,1,0
204680698,dentro de algunos días o más,0,Paris,France,48.84115,2.28641,apartamento completo,4,9,10,0,0
28840897,dentro de algunas horas,1,Mexico City,Mexico,19.40747,-99.1671,apartamento completo,4,10,10,0,0
84876986,dentro de algunas horas,0,Rome,Italy,41.86529,12.64245,pieza privada en casa,3,10,10,0,0
63866600,dentro de una hora,1,New York,United States,40.62897,-74.03005,pieza privada en departamento,2,10,10,1,1
192057504,dentro de una hora,1,Paris,France,48.88511,2.29368,pieza en hotel,1,10,10,1,0
427572,dentro de un día,1,Rome,Italy,41.90801,12.465,apartamento completo,7,10,10,0,1
227689802,dentro de un día,1,Mexico City,Mexico,19.42076,-99.22117,apartamento completo,3,10,10,0,0
266310,dentro de un día,1,Paris,France,48.8565,2.38194,apartamento completo,2,10,10,1,0
2256329,dentro de un día,0,Rio de Janeiro,Brazil,-22.92435,-43.17437,pieza privada en casa,1,10,9,0,0
20600730,dentro de una hora,1,Cape Town,South Africa,-33.92496,18.41761,apartamento completo,4,10,10,1,0
67447969,dentro de una hora,1,Paris,France,48.84258,2.30882,apartamento completo,2,10,10,0,0
42216435,dentro de una hora,1,Rome,Italy,41.89889,12.43233,suite de invitado completa,2,10,10,0,1
6092977,dentro de una hora,1,Paris,France,48.8765,2.39366,apartamento completo,4,10,10,0,0
201677068,dentro de una hora,0,Bangkok,Thailand,13.73643,100.55695,apartamento completo,2,10,10,0,1
7781745,dentro de una hora,0,Istanbul,Turkey,41.04128,28.98508,pieza privada en casa,2,9,10,0,0
215913413,dentro de una hora,1,Rio de Janeiro,Brazil,-22.9645,-43.4021,apartamento completo,2,10,10,1,1
44688609,dentro de un día,0,Rio de Janeiro,Brazil,-23.02343,-43.49111,condominio completo,5,10,10,1,1
276504827,dentro de una hora,1,Paris,France,48.8362,2.2823,pieza privada en departamento,2,10,10,0,0
264453559,dentro de una hora,0,Paris,France,48.87426,2.28106,pieza en hotel,2,10,10,1,1
5123047,dentro de algunos días o más,0,Sydney,Australia,-33.88037,151.15622,pieza privada en casa,2,10,10,0,1
88570740,dentro de algunos días o más,0,Mexico City,Mexico,19.37334,-99.19078,apartamento completo,4,10,10,0,0
51503378,dentro de una hora,0,Rome,Italy,41.9038,12.48664,apartamento completo,6,10,10,1,1
182670,dentro de una hora,0,New York,United States,40.71816,-73.98199,apartamento completo,2,10,9,1,1
11508143,dentro de algunas horas,0,Rome,Italy,41.88665,12.50131,apartamento completo,14,10,10,0,1
21637634,dentro de algunas horas,1,Bangkok,Thailand,13.77358,100.48569,condominio completo,4,10,8,0,1
271330736,dentro de un día,0,Paris,France,48.87537,2.38092,estudio completo,5,10,9,1,0
3485081,dentro de una hora,0,Paris,France,48.86472,2.37137,apartamento completo,4,10,10,0,0
56542528,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98438,-43.20305,apartamento completo,4,9,10,1,1
139532164,dentro de una hora,1,Sydney,Australia,-33.87367,151.19742,suite de invitado completa,2,10,10,0,1
22823009,dentro de un día,0,Sydney,Australia,-33.90329,151.26173,casa completa,10,10,10,1,1
6551238,dentro de una hora,1,Paris,France,48.88523,2.32173,apartamento completo,4,10,10,1,0
240829379,dentro de una hora,0,Istanbul,Turkey,41.04319,28.66074,apartamento completo,5,10,10,1,1
326471062,dentro de algunas horas,0,Hong Kong,China,22.31134,114.17112,apartamento completo,8,10,10,1,1
87177880,dentro de un día,0,Rio de Janeiro,Brazil,-22.97314,-43.41377,apartamento completo,8,8,10,1,1
532498,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98722,-43.22713,apartamento completo,9,10,10,0,1
149668270,dentro de algunas horas,0,Cape Town,South Africa,-33.89125,18.50957,condominio completo,4,10,10,0,0
14832963,dentro de una hora,1,Rio de Janeiro,Brazil,-22.96611,-43.17886,apartamento completo,6,10,10,1,1
5335723,dentro de algunas horas,0,Paris,France,48.89513,2.32578,apartamento completo,2,10,10,0,0
61257507,dentro de una hora,1,Mexico City,Mexico,19.37716,-99.15737,apartamento completo,2,10,10,0,0
375392405,dentro de una hora,0,Istanbul,Turkey,40.99458,28.83824,pieza en hotel,4,10,10,0,1
108221824,dentro de algunas horas,0,Sydney,Australia,-33.94448,151.24728,apartamento completo,2,9,10,0,0
28844631,dentro de un día,1,Sydney,Australia,-33.93315,151.14925,apartamento completo,4,10,10,0,1
102340186,dentro de una hora,1,Rome,Italy,41.90114,12.48405,apartamento completo,4,10,10,0,1
20200207,dentro de algunas horas,0,Paris,France,48.88274,2.34975,apartamento completo,2,10,9,1,0
151238818,dentro de una hora,0,New York,United States,40.77967,-73.97908,pieza privada en departamento,2,10,10,0,1
25595358,dentro de una hora,1,Rio de Janeiro,Brazil,-22.97755,-43.19325,apartamento completo,2,10,10,1,1
23389027,dentro de algunas horas,1,Cape Town,South Africa,-33.72894,18.44124,apartamento completo,2,10,10,0,0
45306058,dentro de una hora,0,Mexico City,Mexico,19.44536,-99.15679,apartamento completo,3,10,10,0,0
74376161,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.94185,-43.18693,casa completa,10,10,8,0,1
4083631,dentro de una hora,1,Rome,Italy,41.88131,12.46726,apartamento completo,12,10,9,0,0
51197932,dentro de un día,0,Hong Kong,China,22.29856,114.17221,pieza privada en departamento,2,10,10,0,1
300312523,dentro de una hora,1,Cape Town,South Africa,-33.88384,18.70901,pieza privada en casa,2,10,9,0,0
26121130,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-23.00309,-43.34869,apartamento completo,2,10,10,0,1
19422411,dentro de una hora,0,Paris,France,48.87997,2.32443,apartamento completo,2,10,10,0,0
278185498,dentro de una hora,0,Sydney,Australia,-33.89912,151.2035,apartamento completo,2,10,9,0,1
288423014,dentro de una hora,0,Paris,France,48.85756,2.33173,apartamento completo,3,6,10,0,0
319599585,dentro de algunas horas,0,Istanbul,Turkey,41.03635,28.97389,apartamento completo,6,10,8,0,1
234483148,dentro de un día,0,New York,United States,40.80359,-73.94785,pieza privada en departamento,2,9,9,0,1
10248664,dentro de una hora,1,Paris,France,48.88525,2.33551,apartamento completo,2,10,10,1,0
87234125,dentro de una hora,0,Cape Town,South Africa,-33.99009,18.47711,casa completa,8,9,9,0,0
5901746,dentro de una hora,0,Rome,Italy,41.90026,12.472,apartamento completo,4,10,10,0,1
258527937,dentro de una hora,0,Istanbul,Turkey,41.0163,28.68034,apartamento completo,4,10,8,0,0
107982388,dentro de un día,0,Cape Town,South Africa,-34.1286,18.44687,casa completa,6,10,10,0,0
2325271,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.96937,-43.38728,pieza privada en departamento,2,10,10,1,1
58719576,dentro de una hora,0,Istanbul,Turkey,41.00699,28.96955,apartamento completo,5,10,10,0,0
162524563,dentro de algunas horas,0,Cape Town,South Africa,-33.96352,18.38062,suite de invitado completa,2,10,10,0,1
1530868,dentro de un día,1,Rome,Italy,41.90021,12.49156,apartamento completo,3,10,10,0,1
185308070,dentro de una hora,0,Cape Town,South Africa,-33.92858,18.44291,apartamento completo,4,8,10,0,0
147797381,dentro de una hora,1,Rome,Italy,41.89867,12.46943,estudio completo,4,10,10,0,1
6460419,dentro de un día,0,Paris,France,48.87527,2.36849,apartamento completo,4,10,10,0,0
234782164,dentro de algunas horas,1,Mexico City,Mexico,19.36692,-99.22514,suite de invitado completa,3,10,9,0,0
127520405,dentro de algunas horas,0,Paris,France,48.84113,2.34928,apartamento completo,2,10,10,1,0
35791733,dentro de algunos días o más,0,Paris,France,48.83565,2.29916,apartamento completo,4,10,9,0,0
231150375,dentro de una hora,0,New York,United States,40.69049,-73.92929,pieza privada en departamento,2,9,9,0,1
4414774,dentro de una hora,1,New York,United States,40.68322,-73.92175,apartamento completo,4,10,10,0,1
147151514,dentro de una hora,0,Cape Town,South Africa,-33.92799,18.42304,apartamento completo,2,10,9,1,0
164822022,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98176,-43.19299,apartamento completo,4,8,9,0,1
7971836,dentro de una hora,1,Cape Town,South Africa,-33.92303,18.41429,condominio completo,3,10,10,0,0
35870481,dentro de una hora,1,Paris,France,48.8468,2.38219,apartamento completo,4,9,10,0,0
6792,dentro de una hora,0,Paris,France,48.86169,2.35451,apartamento completo,4,10,10,1,0
226636450,dentro de una hora,0,Paris,France,48.86662,2.37627,apartamento completo,3,10,9,0,0
58832501,dentro de un día,0,Rome,Italy,41.8961,12.44216,apartamento completo,4,10,9,1,1
45418208,dentro de una hora,0,Rome,Italy,41.8231,12.62555,pieza privada en casa,1,10,9,0,0
6865238,dentro de una hora,1,Sydney,Australia,-33.89533,151.27146,apartamento completo,7,10,10,1,1
13677387,dentro de una hora,1,Mexico City,Mexico,19.43847,-99.20012,apartamento completo,4,10,10,1,0
185972034,dentro de una hora,0,Sydney,Australia,-33.78354,151.19405,suite de invitado completa,2,10,10,0,1
2543331,dentro de algunas horas,1,Rome,Italy,41.89567,12.49746,apartamento completo,2,10,10,1,1
264621328,dentro de algunos días o más,0,Hong Kong,China,22.29663,114.17241,apartamento completo,10,10,10,0,1
188603514,dentro de un día,0,Sydney,Australia,-33.803,151.15224,casa completa,8,10,10,1,1
89842781,dentro de un día,1,Bangkok,Thailand,13.72905,100.50061,apartamento completo,2,10,10,1,1
106193448,dentro de una hora,0,Rio de Janeiro,Brazil,-22.91467,-43.18297,apartamento completo,4,10,10,0,1
304232779,dentro de una hora,0,Istanbul,Turkey,41.03231,28.98096,departamento con servicios completo,5,10,9,0,0
284284013,dentro de algunas horas,0,New York,United States,40.74387,-73.90205,pieza privada en departamento,1,10,10,0,1
106857883,dentro de algunos días o más,0,Bangkok,Thailand,13.68834,100.60628,apartamento completo,2,10,9,1,1
77575034,dentro de una hora,1,Istanbul,Turkey,41.05466,28.98911,apartamento completo,4,10,10,1,1
96002458,dentro de una hora,0,Rome,Italy,41.89691,12.45625,apartamento completo,9,10,10,0,1
14465975,dentro de una hora,0,Paris,France,48.87193,2.29132,apartamento completo,3,9,10,1,0
198104201,dentro de algunas horas,1,Bangkok,Thailand,13.71523,100.58013,pieza privada en departamento,2,10,10,0,1
226958437,dentro de una hora,0,Paris,France,48.88077,2.29388,apartamento completo,4,9,10,0,0
372555742,dentro de una hora,0,New York,United States,40.70827,-74.00682,pieza en hotel,2,10,9,0,1
32823192,dentro de un día,0,Rome,Italy,41.90439,12.483,apartamento completo,2,10,10,0,1
124271821,dentro de algunos días o más,0,Mexico City,Mexico,19.35957,-99.1439,pieza privada en departamento,1,10,10,1,0
338498911,dentro de una hora,1,New York,United States,40.63489,-73.91314,apartamento completo,4,10,10,1,1
310776816,dentro de una hora,1,Bangkok,Thailand,13.79222,100.53978,condominio completo,7,10,10,1,0
128093488,dentro de una hora,0,Istanbul,Turkey,41.0299,28.98223,casa completa,3,10,10,0,1
261331217,dentro de una hora,0,Sydney,Australia,-33.87536,151.2233,apartamento completo,6,8,10,0,1
83408110,dentro de un día,0,Mexico City,Mexico,19.43456,-99.14466,apartamento completo,4,9,9,0,0
10048325,dentro de un día,0,Rio de Janeiro,Brazil,-22.97146,-43.18782,apartamento completo,5,10,10,0,1
191085997,dentro de una hora,1,New York,United States,40.85496,-73.82958,apartamento completo,4,10,9,0,1
223375402,dentro de una hora,0,New York,United States,40.63957,-73.89403,casa completa,4,10,10,0,1
9695575,dentro de algunas horas,0,Istanbul,Turkey,41.03218,28.94827,pieza en hotel,2,9,9,1,1
29896455,dentro de un día,0,New York,United States,40.7182,-73.99562,pieza privada en departamento,1,10,10,1,1
11647707,dentro de un día,0,Rio de Janeiro,Brazil,-22.94576,-43.18076,apartamento completo,4,10,9,1,1
26753882,dentro de una hora,1,Paris,France,48.87556,2.32724,apartamento completo,4,10,10,0,0
383582998,dentro de una hora,0,Istanbul,Turkey,41.05632,28.98665,apartamento completo,4,10,8,0,1
65054032,dentro de una hora,0,Paris,France,48.87497,2.3216,apartamento completo,2,9,10,0,0
20905627,dentro de una hora,1,Mexico City,Mexico,19.4049,-99.16206,apartamento completo,2,10,10,0,0
3899836,dentro de una hora,1,Paris,France,48.85402,2.36493,apartamento completo,5,10,10,1,0
35046963,dentro de una hora,0,Bangkok,Thailand,13.74554,100.58618,apartamento completo,2,8,8,1,1
37619273,dentro de un día,1,Bangkok,Thailand,13.73565,100.55738,apartamento completo,2,10,10,0,1
287988340,dentro de una hora,0,Bangkok,Thailand,13.67731,100.51858,apartamento completo,2,10,10,1,1
11576631,dentro de una hora,1,Rio de Janeiro,Brazil,-22.97927,-43.19132,apartamento completo,4,10,10,1,1
284748911,dentro de una hora,1,Cape Town,South Africa,-33.92425,18.40665,apartamento completo,2,10,10,0,0
10592397,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.98248,-43.19209,apartamento completo,4,9,10,1,1
9683986,dentro de algunas horas,1,Bangkok,Thailand,13.73327,100.58415,apartamento completo,3,10,10,0,1
11656187,dentro de una hora,0,Rio de Janeiro,Brazil,-22.9597,-43.17602,apartamento completo,4,10,10,0,1
40740016,dentro de una hora,0,Rio de Janeiro,Brazil,-22.93549,-43.19506,casa completa,6,10,9,0,1
3962758,dentro de algunas horas,1,Rio de Janeiro,Brazil,-22.95804,-43.17396,pieza privada en casa,3,10,9,0,0
60928518,dentro de una hora,1,New York,United States,40.67973,-74.00119,apartamento completo,4,10,10,1,1
5738526,dentro de una hora,1,Mexico City,Mexico,19.42007,-99.17549,apartamento completo,6,10,10,0,0
3413189,dentro de un día,1,Rio de Janeiro,Brazil,-22.98572,-43.18899,apartamento completo,6,10,10,1,1
16992056,dentro de una hora,1,Rio de Janeiro,Brazil,-23.00982,-43.35281,apartamento completo,3,10,10,1,1
79624768,dentro de una hora,0,Bangkok,Thailand,13.75935,100.56879,apartamento completo,7,9,10,1,1
190114759,dentro de una hora,0,Istanbul,Turkey,41.07898,28.87809,apartamento completo,3,10,10,0,1
50270482,dentro de una hora,1,Rio de Janeiro,Brazil,-22.91603,-43.18471,pieza en hotel,3,9,10,0,1
142513458,dentro de un día,0,Rio de Janeiro,Brazil,-22.97345,-43.41348,apartamento completo,4,10,9,0,1
100521463,dentro de una hora,0,Istanbul,Turkey,41.0543,28.98786,pieza en hotel,8,10,10,1,1
1500426,dentro de una hora,0,Rio de Janeiro,Brazil,-22.97369,-43.18735,apartamento completo,3,10,10,1,1
63618231,dentro de una hora,1,Paris,France,48.87948,2.29604,pieza privada en departamento,1,10,10,0,0
10986011,dentro de un día,0,Rio de Janeiro,Brazil,-23.01491,-43.30289,apartamento completo,7,10,10,1,1
62792657,dentro de un día,0,New York,United States,40.6857,-73.98219,condominio completo,2,10,10,1,1
66039372,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98545,-43.19398,apartamento completo,4,10,10,1,1
50978178,dentro de algunas horas,0,Paris,France,48.86925,2.33468,apartamento completo,4,9,10,0,0
49207110,dentro de una hora,1,Rio de Janeiro,Brazil,-22.97731,-43.19193,apartamento completo,6,10,10,0,1
223450420,dentro de una hora,0,Istanbul,Turkey,41.03277,28.98053,apartamento completo,4,10,9,1,0
24966806,dentro de una hora,1,Bangkok,Thailand,13.78274,100.57333,apartamento completo,3,10,9,1,1
102340186,dentro de una hora,1,Rome,Italy,41.88882,12.49443,apartamento completo,4,10,10,0,1
159845155,dentro de algunas horas,0,Mexico City,Mexico,19.34505,-99.12096,pieza privada en departamento,2,10,10,0,0
